subject,block,trial,choices,choices_L,outcomes,opt_act,blocks,pe,choice_nll,alpha_rew,alpha_pun,beta,ev_l,ev_r,model
0,0,0,1,0.0,1.0,1.0,numberbar_mixed,1.0,0.5,0.34680078640600637,0.2649776440959755,1.906195752639005,0.0,0.0,sim_outcome
0,0,1,1,0.0,1.0,1.0,numberbar_mixed,0.6531992135939937,0.6595007499149081,0.34680078640600637,0.2649776440959755,1.906195752639005,0.0,0.34680078640600637,sim_outcome
0,0,2,1,0.0,1.0,1.0,numberbar_mixed,0.4266692126398117,0.7489237901741771,0.34680078640600637,0.2649776440959755,1.906195752639005,0.0,0.5733307873601883,sim_outcome
0,0,3,1,0.0,1.0,1.0,numberbar_mixed,0.2786999941610935,0.7981769526070749,0.34680078640600637,0.2649776440959755,1.906195752639005,0.0,0.7213000058389065,sim_outcome
0,0,4,1,0.0,1.0,1.0,numberbar_mixed,0.18204661701467684,0.8262355512344737,0.34680078640600637,0.2649776440959755,1.906195752639005,0.0,0.8179533829853232,sim_outcome
0,0,5,1,0.0,1.0,1.0,numberbar_mixed,0.11891270707143387,0.8428416038976259,0.34680078640600637,0.2649776440959755,1.906195752639005,0.0,0.8810872929285661,sim_outcome
0,0,6,1,0.0,1.0,1.0,numberbar_mixed,0.07767368674539354,0.8529758656286509,0.34680078640600637,0.2649776440959755,1.906195752639005,0.0,0.9223263132546065,sim_outcome
0,0,7,1,0.0,1.0,1.0,numberbar_mixed,0.05073639109903727,0.8592992889919113,0.34680078640600637,0.2649776440959755,1.906195752639005,0.0,0.9492636089009627,sim_outcome
0,0,8,0,1.0,-1.0,1.0,numberbar_mixed,-1.0,0.1366942099771313,0.34680078640600637,0.2649776440959755,1.906195752639005,0.0,0.9668590292335115,sim_outcome
0,0,9,1,0.0,1.0,1.0,numberbar_mixed,0.033140970766488476,0.9127848251521286,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.2649776440959755,0.9668590292335115,sim_outcome
0,0,10,1,0.0,1.0,1.0,numberbar_mixed,0.02164765604241181,0.9145132327234319,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.2649776440959755,0.9783523439575882,sim_outcome
0,0,11,1,0.0,1.0,1.0,numberbar_mixed,0.014140231903056688,0.9156254032246006,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.2649776440959755,0.9858597680969433,sim_outcome
0,0,12,1,0.0,-1.0,0.0,numberbar_mixed,-1.9907636116408867,0.9163447635355882,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.2649776440959755,0.9907636116408867,sim_outcome
0,0,13,1,0.0,-1.0,0.0,numberbar_mixed,-1.463255759876289,0.8002976034306112,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.2649776440959755,0.463255759876289,sim_outcome
0,0,14,1,0.0,-1.0,0.0,numberbar_mixed,-1.0755256959144035,0.6567999616712672,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.2649776440959755,0.07552569591440345,sim_outcome
0,0,15,0,1.0,1.0,0.0,numberbar_mixed,1.2649776440959755,0.4735699612657502,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.2649776440959755,-0.20946456915367978,sim_outcome
0,0,16,0,1.0,-1.0,0.0,numberbar_mixed,-1.173717597662526,0.6748974799467008,0.34680078640600637,0.2649776440959755,1.906195752639005,0.17371759766252604,-0.20946456915367978,sim_outcome
0,0,17,0,1.0,-1.0,0.0,numberbar_mixed,-0.8627086737999219,0.5343399360024197,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.13729132620007817,-0.20946456915367978,sim_outcome
0,0,18,1,0.0,1.0,0.0,numberbar_mixed,1.2094645691536798,0.5739968537721952,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.3658898381247449,-0.20946456915367978,sim_outcome
0,0,19,1,0.0,-1.0,0.0,numberbar_mixed,-1.209978694559018,0.7498323117293509,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.3658898381247449,0.20997869455901808,sim_outcome
0,0,20,0,1.0,1.0,0.0,numberbar_mixed,1.3658898381247448,0.3807045588992898,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.3658898381247449,-0.1106386093315545,sim_outcome
0,0,21,1,0.0,-1.0,0.0,numberbar_mixed,-0.8893613906684454,0.39738085554902713,0.34680078640600637,0.2649776440959755,1.906195752639005,0.10780183188088932,-0.1106386093315545,sim_outcome
0,0,22,1,0.0,1.0,0.0,numberbar_mixed,1.3462994953807996,0.29616941938353647,0.34680078640600637,0.2649776440959755,1.906195752639005,0.10780183188088932,-0.3462994953807997,sim_outcome
0,0,23,0,1.0,-1.0,0.0,numberbar_mixed,-1.1078018318808893,0.49390219318985984,0.34680078640600637,0.2649776440959755,1.906195752639005,0.10780183188088932,0.12059822835527118,sim_outcome
0,0,24,0,1.0,-1.0,1.0,numberbar_mixed,-0.8142591123438854,0.35802597084609405,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.18574088765611468,0.12059822835527118,sim_outcome
0,0,25,1,0.0,-1.0,1.0,numberbar_mixed,-1.1205982283552711,0.7301185237848031,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.4015013489286777,0.12059822835527118,sim_outcome
0,0,26,1,0.0,1.0,1.0,numberbar_mixed,1.1763352501724325,0.6056851658445235,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.4015013489286777,-0.17633525017243257,sim_outcome
0,0,27,0,1.0,-1.0,1.0,numberbar_mixed,-0.5984986510713223,0.2302587356509164,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.4015013489286777,0.23161873966447327,sim_outcome
0,0,28,1,0.0,1.0,1.0,numberbar_mixed,0.7683812603355267,0.8189355066120158,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.560090111484176,0.23161873966447327,sim_outcome
0,0,29,1,0.0,1.0,1.0,numberbar_mixed,0.5019060349915277,0.8825814307951175,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.560090111484176,0.49809396500847225,sim_outcome
0,0,30,1,0.0,1.0,1.0,numberbar_mixed,0.32784462735454534,0.912846842133778,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.560090111484176,0.6721553726454547,sim_outcome
0,0,31,1,0.0,1.0,1.0,numberbar_mixed,0.21414785276900494,0.9286165214077261,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.560090111484176,0.7858521472309951,sim_outcome
0,0,32,1,0.0,-1.0,1.0,numberbar_mixed,-1.8601187909784436,0.9374499408674768,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.560090111484176,0.8601187909784437,sim_outcome
0,0,33,1,0.0,1.0,1.0,numberbar_mixed,0.6327711039936786,0.8541653756316423,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.560090111484176,0.36722889600632136,sim_outcome
0,0,34,1,0.0,1.0,1.0,numberbar_mixed,0.4133255875136741,0.898981398053793,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.560090111484176,0.5866744124863259,sim_outcome
0,1,0,0,1.0,0.0,1.0,numberbar_neg,0.0,0.5,0.34680078640600637,0.2649776440959755,1.906195752639005,0.0,0.0,sim_outcome
0,1,1,0,1.0,-1.0,1.0,numberbar_neg,-1.0,0.5,0.34680078640600637,0.2649776440959755,1.906195752639005,0.0,0.0,sim_outcome
0,1,2,1,0.0,0.0,1.0,numberbar_neg,0.0,0.6236569257302916,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.2649776440959755,0.0,sim_outcome
0,1,3,1,0.0,0.0,1.0,numberbar_neg,0.0,0.6236569257302916,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.2649776440959755,0.0,sim_outcome
0,1,4,0,1.0,-1.0,1.0,numberbar_neg,-0.7350223559040245,0.37634307426970837,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.2649776440959755,0.0,sim_outcome
0,1,5,1,0.0,0.0,1.0,numberbar_neg,0.0,0.7060670464747891,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.45974213632129757,0.0,sim_outcome
0,1,6,1,0.0,-1.0,1.0,numberbar_neg,-1.0,0.7060670464747891,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.45974213632129757,0.0,sim_outcome
0,1,7,0,1.0,-1.0,1.0,numberbar_neg,-0.5402578636787024,0.4082367779725933,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.45974213632129757,-0.2649776440959755,sim_outcome
0,1,8,1,0.0,0.0,1.0,numberbar_neg,0.2649776440959755,0.6556894114262772,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.6028983922432049,-0.2649776440959755,sim_outcome
0,1,9,0,1.0,0.0,1.0,numberbar_neg,0.6028983922432049,0.3059097406869657,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.6028983922432049,-0.17308318874348033,sim_outcome
0,1,10,0,1.0,-1.0,1.0,numberbar_neg,-0.6061872443096554,0.39633639534718823,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.3938127556903445,-0.17308318874348033,sim_outcome
0,1,11,0,1.0,-1.0,1.0,numberbar_neg,-0.44556117643145143,0.3258669136253336,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.5544388235685486,-0.17308318874348033,sim_outcome
0,1,12,1,0.0,-1.0,0.0,numberbar_neg,-0.8269168112565197,0.7215154303255342,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.6725025743999858,-0.17308318874348033,sim_outcome
0,1,13,1,0.0,-1.0,0.0,numberbar_neg,-0.6078023427464107,0.630489196542928,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.6725025743999858,-0.39219765725358935,sim_outcome
0,1,14,0,1.0,0.0,0.0,numberbar_neg,0.6725025743999858,0.4434145666602976,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.6725025743999858,-0.5532516901105479,sim_outcome
0,1,15,0,1.0,-1.0,0.0,numberbar_neg,-0.560721847261993,0.5541013363228535,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.43927815273800697,-0.5532516901105479,sim_outcome
0,1,16,1,0.0,-1.0,0.0,numberbar_neg,-0.44674830988945213,0.516485102087278,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.5878569068186333,-0.5532516901105479,sim_outcome
0,1,17,1,0.0,-1.0,0.0,numberbar_neg,-0.32836999523108634,0.46016263833524856,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.5878569068186333,-0.6716300047689137,sim_outcome
0,1,18,1,0.0,-1.0,0.0,numberbar_neg,-0.24135928750294633,0.41932441059891457,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.5878569068186333,-0.7586407124970537,sim_outcome
0,1,19,0,1.0,0.0,0.0,numberbar_neg,0.5878569068186333,0.6100346244594024,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.5878569068186333,-0.8225955278802676,sim_outcome
0,1,20,0,1.0,0.0,0.0,numberbar_neg,0.3839876692397289,0.6976373816650839,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.3839876692397289,-0.8225955278802676,sim_outcome
0,1,21,0,1.0,0.0,0.0,numberbar_neg,0.2508204435771815,0.7483657598761968,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.2508204435771815,-0.8225955278802676,sim_outcome
0,1,22,0,1.0,-1.0,0.0,numberbar_neg,-0.8361642835020884,0.7782893392363026,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.1638357164979116,-0.8225955278802676,sim_outcome
0,1,23,0,1.0,0.0,0.0,numberbar_neg,0.3854005584174943,0.697068968138081,0.34680078640600637,0.2649776440959755,1.906195752639005,-0.3854005584174943,-0.8225955278802676,sim_outcome
